"Species","Tissue","Cell Type","Cancer","Cell Marker","Source","Supported Sources","Details"
"Human","Liver","Mesenchymal stromal cell","Normal","CD271","Experiment","1","more details"
"Human","Liver","Monocyte","Normal","CD14","Experiment","1","more details"
"Human","Liver","Monocyte","Normal","CD68","Experiment","1","more details"
"Human","Liver","Myofibroblast","Normal","alpha-SMA, CRBP1","Experiment","1","more details"
"Human","Liver","Myofibroblast","Normal","alpha-SMA, Vimentin","Experiment","1","more details"
"Human","Liver","Natural killer cell","Normal","CD16","Experiment","1","more details"
"Human","Liver","Natural killer T (NKT) cell","Normal","CD3, CD56","Experiment","1","more details"
"Human","Liver","Progenitor cell","Normal","AFP","Experiment","1","more details"
"Human","Liver","Progenitor cell","Normal","CD133, NCAM","Experiment","1","more details"
"Human","Liver","Progenitor cell","Normal","CD133","Experiment","1","more details"
"Human","Liver","Progenitor cell","Normal","DLK1","Experiment","1","more details"
"Human","Liver","Progenitor cell","Normal","Keratin-19","Experiment","1","more details"
"Human","Liver","Progenitor cell","Normal","NCAM1","Experiment","1","more details"
"Human","Liver","Regulatory T (Treg) cell","Normal","CD25, CTLA4, FOXP3","Experiment","1","more details"
"Human","Liver","Regulatory T (Treg) cell","Normal","CD25","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","ADAM17, CD44, Musashi-1","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","AFP, EpCAM, THY1","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","ALDH","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","c-Kit, CD34, NCAM, OV6","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","c-Kit, CD44, EpCAM","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","CD133, CD49f, NANOG, OCT3/4, SOX2","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","CD133, CK19, EpCAM, SOX9","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","CD133, EpCAM","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","CD133","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","CK19, EpCAM","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","CK19, FAT10, GST-P, OCT3/4,","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","DCAMKL-1","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","DLK1","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","Keratin-18, Keratin-19","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","LGR5","Experiment","1","more details"
"Human","Liver","Stem cell","Normal","LIN28","Experiment","1","more details"
"Human","Liver","T cell","Normal","2B4, PD-1","Experiment","1","more details"
"Human","Liver","T cell","Normal","CD25, CD4, CD8","Experiment","1","more details"
"Human","Liver","T cell","Normal","CD27, CD4, CD45RO","Experiment","1","more details"
"Human","Liver","T cell","Normal","CD28, CD45, CD8, TCRalpha/beta","Experiment","1","more details"
"Human","Liver","T cell","Normal","CD3, CD45RO","Experiment","1","more details"
"Human","Liver","T cell","Normal","CD58, CD7","Experiment","1","more details"
"Human","Liver","T cell","Normal","CD7","Experiment","1","more details"
"Human","Liver","T helper cell","Normal","CD3, CD4","Experiment","1","more details"
"Human","Lung","Basophil","Chronic Myeloid Leukemia","BSP1","Experiment","1","more details"
"Human","Lung","Migrating cancer stem cell","Colorectal Cancer","CD110, CDCP1","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Adenocarcinoma","ABCB1, ALDH1A1, CD44","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Adenocarcinoma","ALDH","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Adenocarcinoma","ALDH1, Beta-catenin, CD133, CD44","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Adenocarcinoma","ALDH1, CD133, CD44, NANOG, OCT4, SOX2","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Adenocarcinoma","ALDH1, CD133","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Adenocarcinoma","ALDH1, CD44","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Adenocarcinoma","CD133, CD44","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Adenocarcinoma","Nestin","Experiment","1","more details"
"Human","Lung","Endothelial cell","Lung Adenocarcinoma","CD31","Experiment","1","more details"
"Human","Lung","Macrophage","Lung Adenocarcinoma","CD68","Experiment","1","more details"
"Human","Lung","T cell","Lung Adenocarcinoma","CD25, FOXP3","Experiment","1","more details"
"Human","Lung","Cancer cell","Lung Cancer","CK19","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Cancer","ALDH1, CD133, CD166, CD44, CD90","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Cancer","ALDH1A1","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Cancer","CD24","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Cancer","MET","Experiment","1","more details"
"Human","Lung","Endothelial cell","Lung Cancer","CD146, CD31, VWF","Experiment","1","more details"
"Human","Lung","Endothelial cell","Lung Cancer","Endocan","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Squamous Cell Carcinoma","ALDH-1, CD44 variant6, Podoplanin","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Squamous Cell Carcinoma","CD44, P63, Podoplanin","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Squamous Cell Carcinoma","GLI1","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Lung Squamous Cell Carcinoma","Podoplanin","Experiment","1","more details"
"Human","Lung","Malignant mesothelioma cell","Malignant Mesothelioma","CA125","Experiment","1","more details"
"Human","Lung","Mesothelioma cell","Malignant Mesothelioma","HBME-1","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Non-Small Cell Lung Cancer","ABCG2, ALDH1, BMI1, CD133","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Non-Small Cell Lung Cancer","ABCG2, ALDHA1, BMI1","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Non-Small Cell Lung Cancer","ABCG2, CD117, CD133","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Non-Small Cell Lung Cancer","ABCG2, CD133","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Non-Small Cell Lung Cancer","ABCG2, CD44","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Non-Small Cell Lung Cancer","ABCG5, ALDH1, CD133, CD166, CD24, CD44, ESA, Nestin, OCT4, SOX2","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Non-Small Cell Lung Cancer","c-Myc, CD133, KLF4, NANOG","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Non-Small Cell Lung Cancer","CD166, CD44, EpCAM","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Non-Small Cell Lung Cancer","CD44v","Experiment","1","more details"
"Human","Lung","Macrophage","Non-small Cell Lung Cancer","CD163","Experiment","1","more details"
"Human","Lung","Neutrophil","Non-small Cell Lung Cancer","CD66b","Experiment","1","more details"
"Human","Lung","T cell","Non-small Cell Lung Cancer","CD3","Experiment","1","more details"
"Human","Lung","Alveolar epithelial progenitor cell","Normal","TM4SF1","Experiment","1","more details"
"Human","Lung","Anterior foregut endoderm cell","Normal","Carboxypeptidase M","Experiment","1","more details"
"Human","Lung","Basophil","Normal","CD195","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Normal","ABCG2, ALDH1A1, CD133, CD44","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Normal","ALDH, CD133, OCT4A","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Normal","ALDH1, CD133","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Normal","ALDH1A1","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Normal","CD133, Nestin","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Normal","CD133","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Normal","Musashi-1","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Normal","Nestin","Experiment","1","more details"
"Human","Lung","Cancer stem cell","Normal","SOX2","Experiment","1","more details"
"Human","Lung","CD8+ T cell","Normal","CD103","Experiment","1","more details"
"Human","Lung","Clara cell","Normal","Uteroglobin","Experiment","1","more details"
"Human","Lung","Dendritic cell","Normal","CCR6, PCD1, PCX3CR1, PFLT3","Experiment","1","more details"
"Human","Lung","Dendritic cell","Normal","CD11c, CD209, CD83","Experiment","1","more details"
"Human","Lung","Dendritic cell","Normal","CD141, CD1c, CD303, CD83","Experiment","1","more details"
"Human","Lung","Dendritic cell","Normal","CD141, CD1c, CD303","Experiment","1","more details"
"Human","Lung","Dendritic cell","Normal","CD1a, MHC Class II","Experiment","1","more details"
"Human","Lung","Dendritic cell","Normal","CD83","Experiment","1","more details"
"Human","Lung","Endothelial cell","Normal","CD144, CD146, CD31","Experiment","1","more details"
"Human","Lung","Endothelial cell","Normal","CD31, CD34, VWF","Experiment","1","more details"
"Human","Lung","Endothelial cell","Normal","CD34, FLT1, KDR, von Willebrand factor","Experiment","1","more details"
"Human","Lung","Endothelial cell","Normal","CD34","Experiment","1","more details"
"Human","Lung","Endothelial cell","Normal","Endomucin","Experiment","1","more details"
"Human","Lung","Endothelial cell","Normal","LYVE-1","Experiment","1","more details"
"Human","Lung","Endothelial cell","Normal","PECAM1","Experiment","1","more details"
"Human","Lung","Eosinophil","Normal","ECP","Experiment","1","more details"
"Human","Lung","Epithelial progenitor cell","Normal","CEACAM6","Experiment","1","more details"
"Human","Lung","Fibroblast","Normal","alpha-SMA, CD36, CD97, Desmin","Experiment","1","more details"
"Human","Lung","Fibroblast","Normal","CD90","Experiment","1","more details"
"Human","Lung","Fibroblast","Normal","FAP-1, PDGFR-alpha, PDGFR-beta, Vimentin","Experiment","1","more details"
"Human","Lung","Lung epithelial cell","Normal","KL-6","Experiment","1","more details"
"Human","Lung","M1 macrophage","Normal","CD68, HLA-DR","Experiment","1","more details"
"Human","Lung","M1 macrophage","Normal","CXCL10","Experiment","1","more details"
"Human","Lung","M2 macrophage","Normal","CD163, CD68","Experiment","1","more details"
"Human","Lung","Macrophage","Normal","alpha-naphthyl-acetate-esterase, CD11c, CD14, CD68","Experiment","1","more details"
"Human","Lung","Macrophage","Normal","CCL18, CCL2, IL-1ra","Experiment","1","more details"
"Human","Lung","Macrophage","Normal","CCL18, CD163","Experiment","1","more details"
"Human","Lung","Macrophage","Normal","CD11a, CD11b, CD11c, CD14, CD16, CD54, CD71, CD80, CD86, HLA class II","Experiment","1","more details"
"Human","Lung","Macrophage","Normal","CD11b, CD14, CD64, CD68, RFD7, CD80, CD83, CD86, FIZZ1","Experiment","1","more details"
"Human","Lung","Macrophage","Normal","CD14, CD68","Experiment","1","more details"
"Human","Lung","Macrophage","Normal","CD14","Experiment","1","more details"
"Human","Lung","Mesothelial cell","Normal","N-cadherin","Experiment","1","more details"
"Human","Lung","Monocyte","Normal","CD14","Experiment","1","more details"
"Human","Lung","Monocyte","Normal","CD36, CD68","Experiment","1","more details"
"Human","Lung","Myofibroblast","Normal","alpha-SMA, Desmin","Experiment","1","more details"
"Human","Lung","Myofibroblast","Normal","alpha-SMA, Fibronectin","Experiment","1","more details"
"Human","Lung","Myofibroblast","Normal","Calponin","Experiment","1","more details"
"Human","Lung","Natural killer cell","Normal","NKp46","Experiment","1","more details"
"Human","Lung","Neutrophil","Normal","CD11b","Experiment","1","more details"
"Human","Lung","Plasmacytoid dendritic cell","Normal","CD141","Experiment","1","more details"
"Human","Lung","Plasmacytoid dendritic cell","Normal","NRP1","Experiment","1","more details"
"Human","Lung","T cell","Normal","CD3, CD4, CD68, CD8","Experiment","1","more details"
"Human","Lung","T cell","Normal","CD3, CD4, CD8","Experiment","1","more details"
"Human","Lung","T helper cell","Normal","CD42b","Experiment","1","more details"
"Human","Lung","Type II pneumocyte","Normal","CD44v6","Experiment","1","more details"
"Human","Lung","Type II pneumocyte","Normal","Pepsinogen C","Experiment","1","more details"
"Human","Lung","Dendritic cell","Small Cell Lung Cancer","CD1a, CD83","Experiment","1","more details"
"Human","Lymph node","T cell","Follicular Lymphoma","CD3, CD4, CD8","Experiment","1","more details"
"Human","Lymph node","Endothelial cell","Kaposi's Sarcoma","CD34","Experiment","1","more details"
"Human","Lymph node","Natural killer cell","Natural Killer Cell Lymphoma","CD56","Experiment","1","more details"
"Human","Lymph node","B cell","Normal","BOB-1, Oct-2, PAX5","Experiment","1","more details"
"Human","Lymph node","B cell","Normal","CD19, CD21","Experiment","1","more details"
"Human","Lymph node","B cell","Normal","CD19, CD27, IgM","Experiment","1","more details"
"Human","Lymph node","B cell","Normal","CD20, CD23","Experiment","1","more details"
"Human","Lymph node","B cell","Normal","CD21, CD23, CD32, CD80","Experiment","1","more details"
"Human","Lymph node","Endothelial cell","Normal","CD34","Experiment","1","more details"
"Human","Lymph node","Follicular helper (Tfh) T cell","Normal","BCL6, CD10, CXCL13, ICOS, PD-1","Experiment","1","more details"
"Human","Lymph node","Follicular helper (Tfh) T cell","Normal","CXCL13, ICOS, PD-1","Experiment","1","more details"
"Human","Lymph node","Lymphatic endothelial cell","Normal","CD31, CD34, Podoplanin, PROX1, VEGFR-3","Experiment","1","more details"
"Human","Lymph node","Natural killer cell","Normal","NKp46","Experiment","1","more details"
"Human","Lymph node","T cell","Normal","CD2, CD4, CD5","Experiment","1","more details"
"Human","Lymph node","T cell","Normal","CD2","Experiment","1","more details"
"Human","Lymph node","T cell","Normal","CD45, FCR, THY1","Experiment","1","more details"
"Human","Lymph node","Lymphatic endothelial cell","Renal Clear Cell Carcinoma","Podoplanin","Experiment","1","more details"
"Human","Lymph node","Endothelial cell","Vascular Tumour","CD31","Experiment","1","more details"
"Human","Lymph","EBV+ B lymphoma cell","Lymphoma","CD77","Experiment","1","more details"
"Human","Lymph","Mesenchymal stromal cell","Normal","CD105, CD14, CD19, CD31, CD34, CD44, CD45, CD73, CD90","Experiment","1","more details"
"Human","Lymphoid tissue","B cell","B-Cell Lymphoma","CD19, CD20, CD79a","Experiment","1","more details"
"Human","Lymphoid tissue","B cell","B cell type MALT lymphoma","BLA36, CD20, CD40, CD74, CD80, CD86","Experiment","1","more details"
"Human","Lymphoid tissue","T cell","B cell type MALT lymphoma","CD3, CD4, CD8","Experiment","1","more details"
"Human","Lymphoid tissue","B cell","Normal","B-cell-specific activator protein (BSAP)","Experiment","1","more details"
"Human","Lymphoid tissue","B cell","Normal","BLA36, CD20, CD40, CD74, CD80, CD86","Experiment","1","more details"
"Human","Lymphoid tissue","B cell","Normal","BSAP","Experiment","1","more details"
"Human","Lymphoid tissue","B cell","Normal","CD80, CD86","Experiment","1","more details"
"Human","Lymphoid tissue","CD4+ memory T cell","Normal","CXCR5","Experiment","1","more details"
"Human","Lymphoid tissue","CD8+ T cell","Normal","TIGIT","Experiment","1","more details"
"Human","Lymphoid tissue","Germinal center B cell","Normal","HGAL, LMO2","Experiment","1","more details"
"Human","Lymphoid tissue","T cell","Normal","CD3, CD4, CD8","Experiment","1","more details"
"Human","Mammary epithelium","Epithelial cell","Normal","CD227, K19","Experiment","1","more details"
"Human","Mammary epithelium","Epithelial cell","Normal","Cytokeratin-8","Experiment","1","more details"
"Human","Mammary epithelium","Epithelial cell","Normal","ESA, MUC","Experiment","1","more details"
"Human","Mammary gland","Cancer stem cell","Breast Cancer","CD49f, CD61, ESA","Experiment","1","more details"
"Human","Midbrain","Dopaminergic neuron","Normal","FOLR1","Experiment","1","more details"
"Human","Molar","Dental pulp stem cell","Normal","CD146, STRO-1","Experiment","1","more details"
"Human","Muscle","Endothelial cell","Normal","CD144, CD34, CD56","Experiment","1","more details"
"Human","Muscle","Endothelial cell","Normal","CD146","Experiment","1","more details"
"Human","Muscle","Endothelial cell","Normal","CD31, ENOS","Experiment","1","more details"
"Human","Muscle","Endothelial cell","Normal","CD31, KDR","Experiment","1","more details"
"Human","Muscle","Endothelial cell","Normal","CD34, CD45","Experiment","1","more details"
"Human","Muscle","Endothelial cell","Normal","CDH5","Experiment","1","more details"
"Human","Muscle","Inflammatory cell","Normal","CD34, CD45","Experiment","1","more details"
"Human","Muscle","Mesenchymal progenitor cell","Normal","CD105, CD73, CD90","Experiment","1","more details"
"Human","Muscle","Mesenchymal progenitor cell","Normal","CD146","Experiment","1","more details"
"Human","Muscle","Mesenchymal stem cell","Normal","CD105, CD44, CD73, CD90","Experiment","1","more details"
"Human","Muscle","Muscle satellite cell","Normal","CD318, CD82","Experiment","1","more details"
"Human","Muscle","Muscle satellite cell","Normal","CD82","Experiment","1","more details"
"Human","Muscle","Muscle satellite cell","Normal","NCAM","Experiment","1","more details"
"Human","Muscle","Pericyte","Normal","Alkaline phosphatase, NG2 proteoglycan","Experiment","1","more details"
"Human","Muscle","Pericyte","Normal","Alkaline phosphatase","Experiment","1","more details"
"Human","Muscle","Pericyte","Normal","CD140b","Experiment","1","more details"
"Human","Muscle","Pericyte","Normal","CD146, NG2, PDGFR-alpha, PDGFR-beta","Experiment","1","more details"
"Human","Muscle","Pericyte","Normal","CD146","Experiment","1","more details"
"Human","Muscle","Pericyte","Normal","NG2","Experiment","1","more details"
"Human","Muscle","Pericyte","Normal","PDGFR-alpha","Experiment","1","more details"
"Human","Muscle","Stem cell","Normal","ASMA, Calponin, Smoothelin","Experiment","1","more details"
"Human","Muscle","Stem cell","Normal","CD106, CD34, CD90, FLK1","Experiment","1","more details"
"Human","Muscle","Stem cell","Normal","CD117, CD34","Experiment","1","more details"
"Human","Muscle","Stem cell","Normal","CD133, CXCR4, NANOG","Experiment","1","more details"
"Human","Muscle","Stem cell","Normal","CD56","Experiment","1","more details"
"Human","Muscle","Stem cell","Normal","CD9, Nestin, NG2, Vimentin","Experiment","1","more details"
"Human","Muscle","Stem cell","Normal","Nestin","Experiment","1","more details"
"Human","Muscle","Stem cell","Normal","PAX7","Experiment","1","more details"
"Human","Muscle","Stem cell","Normal","SSEA1","Experiment","1","more details"
"Human","Muscle","Stem cell","Normal","STRO-1","Experiment","1","more details"
"Human","Muscle","Stem cell","Sarcoma","CD44, RUNX1","Experiment","1","more details"
"Human","Myocardium","Cardiomyocyte progenitor cell","Normal","CD34, SSEA-4","Experiment","1","more details"
"Human","Myometrium","Cancer stem cell","Fibroid","CD44, STRO-1","Experiment","1","more details"
"Human","Myometrium","Myometrial stem cell","Normal","CD44, STRO-1","Experiment","1","more details"
"Human","Nasal concha","Mesenchymal stromal cell","Normal","CD14, CD19, CD29, CD34, CD73, CD9, HLA-DR","Experiment","1","more details"
"Human","Nasal epithelium","Ciliated cell","Normal","MUC8","Experiment","1","more details"
"Human","Nerve","Glial cell","Normal","S100","Experiment","1","more details"
"Human","Nucleus pulposus","Nucleus pulposus cell","Normal","CA12, CD24, FOXF1, KRT19, PAX1, PTN","Experiment","1","more details"
"Human","Optic nerve","Microglial cell","Normal","IBA1","Experiment","1","more details"
"Human","Optic nerve","T cell","Normal","CD3","Experiment","1","more details"
"Human","Oral cavity","Cancer stem-like cell","Oral Cancer","CD44, SSEA-4","Experiment","1","more details"
"Human","Oral cavity","Cancer stem cell","Oral Squamous Cell Carcinoma","ALDH1, CD24, CD271, CD44","Experiment","1","more details"
"Human","Oral cavity","Cancer stem cell","Oral Squamous Cell Carcinoma","CD24","Experiment","1","more details"
"Human","Oral mucosa","Buccal epithelial stem cell","Normal","P63","Experiment","1","more details"
"Human","Oral mucosa","Mesenchymal stem cell","Normal","CD105, CD34, CD90, STRO-1","Experiment","1","more details"
"Human","Oral mucosa","Mesenchymal stem cell","Normal","CD105, CD90, STRO-1","Experiment","1","more details"
"Human","Oral mucosa","Oral keratinocyte stem cell","Normal","CD71, Integrin alpha6beta4","Experiment","1","more details"
"Human","Osteoarthritic cartilage","Mesenchymal progenitor cell","Normal","CD166, CD44, CD54, CD9, CD90","Experiment","1","more details"
"Human","Ovarian cortex","Germline stem cell","Normal","DDX4, IFITM3","Experiment","1","more details"
"Human","Ovarian cortex","Pluripotent stem cell","Normal","NANOG, OCT4, SOX2, SSEA-1, SSEA-4","Experiment","1","more details"
"Human","Ovarian cortex","Stem cell","Normal","NANOG, OCT4, SOX2","Experiment","1","more details"
"Human","Ovarian cortex","Cancer stem cell","Ovarian Cancer","CD44, LGR5","Experiment","1","more details"
"Human","Ovarian follicle","Granulosa cell","Normal","CHST8, FSHR, GLDC, GPX3, MGARP","Experiment","1","more details"
"Human","Ovarian follicle","Luteinizing granulosa cell","Normal","Follicle-stimulating hormone receptor","Experiment","1","more details"
"Human","Ovarian follicle","Theca interna cell","Normal","CYP17, FBLN5, OGN, RAMP2","Experiment","1","more details"
"Human","Ovary","Cancer cell","Normal","CA125","Experiment","1","more details"
"Human","Ovary","Cancer cell","Normal","FAS","Experiment","1","more details"
"Human","Ovary","Cancer stem cell","Normal","ALDH1","Experiment","1","more details"
"Human","Ovary","Endothelial cell","Normal","CD24, CDH1, CLDN4, DSP, EpCAM, KRT18, KRT19, OCLN","Experiment","1","more details"
"Human","Ovary","Endothelial cell","Normal","CD31","Experiment","1","more details"
"Human","Ovary","Epithelial cell","Normal","FOLR1","Experiment","1","more details"
"Human","Ovary","Germ cell","Normal","AFP, Glypican-3, OCT3/4, SALL4","Experiment","1","more details"
"Human","Ovary","Germ cell","Normal","BMP15, GDF9, MATER, VASA, ZAR1","Experiment","1","more details"
"Human","Ovary","Germ cell","Normal","c-Kit, DAZL, VASA, ZP4","Experiment","1","more details"
"Human","Ovary","Germ cell","Normal","c-Kit, GDF9, VASA","Experiment","1","more details"
"Human","Ovary","Germ cell","Normal","DAZL, GDF9, SCP3","Experiment","1","more details"
"Human","Ovary","Germ cell","Normal","DAZL","Experiment","1","more details"
"Human","Ovary","Germ cell","Normal","DDX4","Experiment","1","more details"
"Human","Ovary","Germ cell","Normal","OCT4","Experiment","1","more details"
"Human","Ovary","Germ cell","Normal","SALL4","Experiment","1","more details"
"Human","Ovary","Germ cell","Normal","VASA","Experiment","1","more details"
"Human","Ovary","Germinal stem cell","Normal","DDX4, IFITM3","Experiment","1","more details"
"Human","Ovary","Granulosa cell","Normal","FOXL2, SPRR2","Experiment","1","more details"
"Human","Ovary","Granulosa cell","Normal","FOXL2","Experiment","1","more details"
"Human","Ovary","Immune cell","Normal","CD14, CD19, CD20, CD3, CD56","Experiment","1","more details"
"Human","Ovary","Mesenchymal cell","Normal","ACTA2, CD44, CDH2, FN1, ITGA5, MMP2, S100A4, SNAI2, TNC, TWIST1, VIM, WNT5A, ZEB1, ZEB2","Experiment","1","more details"
"Human","Ovary","Oocyte","Normal","NALP9","Experiment","1","more details"
"Human","Ovary","Ovarian germ stem cell","Normal","OCT4","Experiment","1","more details"
"Human","Ovary","Ovarian somatic cell","Normal","LGR5","Experiment","1","more details"
"Human","Ovary","Pluripotent very small embryonic-like cell","Normal","CD133, OCT4A, SSEA-4","Experiment","1","more details"
"Human","Ovary","Primordial germ cell","Normal","STELLA, VASA","Experiment","1","more details"
"Human","Ovary","Stem cell","Normal","CD133, NANOG, OCT4","Experiment","1","more details"
"Human","Ovary","Stem cell","Normal","CD133","Experiment","1","more details"
"Human","Ovary","Stem cell","Normal","LGR5, NANOG","Experiment","1","more details"
"Human","Ovary","Stem cell","Normal","NANOG","Experiment","1","more details"
"Human","Ovary","Stem cell","Normal","SALL4","Experiment","1","more details"
"Human","Ovary","Thecal cell","Normal","Aminopeptidase-N","Experiment","1","more details"
"Human","Ovary","Cancer cell","Ovarian Cancer","KL-6, MUC16, PAX8, WT1","Experiment","1","more details"
"Human","Ovary","Cancer stem cell","Ovarian Cancer","ALDH, CD133","Experiment","1","more details"
"Human","Ovary","Germ cell","Ovarian Cancer","OCT4","Experiment","1","more details"
"Human","Ovary","Immune cell","Ovarian Cancer","CD3, CD14, CD19, CD20, CD56","Experiment","1","more details"
"Human","Ovary","Lymphatic endothelial cell","Ovarian Cancer","CD31, LYVE-1, Podoplanin, PROX1, VEGFR-3","Experiment","1","more details"
"Human","Oviduct","Oviduct-derived stem cell","Normal","ABCG2, CD105, CD106, CD117, CD133, CD140b, CD146, CD166, CD29, CD31, CD34, CD44, CD45, CD49d, CD54, CD73, CD90, OCT4, SOX2, SSEA-4","Experiment","1","more details"
"Human","Pancreas","Cancer stem cell","Malignant Insulinoma","CD90","Experiment","1","more details"
"Human","Pancreas","Acinar cell","Normal","BMI1","Experiment","1","more details"
"Human","Pancreas","Beta cell","Normal","CD99","Experiment","1","more details"
"Human","Pancreas","Beta cell","Normal","FXYD2-gamma","Experiment","1","more details"
"Human","Pancreas","Beta cell","Normal","FXYD2","Experiment","1","more details"
"Human","Pancreas","Beta cell","Normal","Glucose transporter type 2, Islet amyloid polypeptide, NKX6.1, PDX1","Experiment","1","more details"
"Human","Pancreas","Beta cell","Normal","GPR44","Experiment","1","more details"
"Human","Pancreas","Beta cell","Normal","HEPACAM2","Experiment","1","more details"
"Human","Pancreas","Beta cell","Normal","Tetraspanin-7","Experiment","1","more details"
"Human","Pancreas","Cancer stem cell","Normal","LGR5, NANOG","Experiment","1","more details"
"Human","Pancreas","Delta cell","Normal","Somatostatin","Experiment","1","more details"
"Human","Pancreas","Endocrine cell","Normal","DISP2, LRP11, SEZ6L2, SLC30A8, Solute carrier family 30","Experiment","1","more details"
"Human","Pancreas","Endocrine progenitor cell","Normal","DDR1, DNER","Experiment","1","more details"
"Human","Pancreas","Epithelial cell","Normal","CK19, E-Cadherin, EpCAM","Experiment","1","more details"
"Human","Pancreas","Epithelial cell","Normal","EpCAM","Experiment","1","more details"
"Human","Pancreas","Epithelial cell","Normal","Glucagon, Insulin","Experiment","1","more details"
"Human","Pancreas","Neuroendocrine cell","Normal","SV2","Experiment","1","more details"
"Human","Pancreas","Pancreatic ductal stem cell","Normal","CK19, Insulin, Glucagon","Experiment","1","more details"
"Human","Pancreas","Pancreatic progenitor cell","Normal","AC133","Experiment","1","more details"
"Human","Pancreas","Pancreatic stem cell","Normal","AC133","Experiment","1","more details"
"Human","Pancreas","Pancreatic stem cell","Normal","c-Kit","Experiment","1","more details"
"Human","Pancreas","Pancreatic stem cell","Normal","LGR5, NANOG","Experiment","1","more details"
"Human","Pancreas","Pancreatic stem cell","Normal","SSEA-4","Experiment","1","more details"
"Human","Pancreas","Stem cell","Normal","SSEA4","Experiment","1","more details"
"Human","Pancreas","Cancer stem cell","Pancreatic Cancer","c-Met","Experiment","1","more details"
"Human","Pancreas","Cancer stem cell","Pancreatic Cancer","CD133","Experiment","1","more details"
"Human","Pancreas","Cancer stem cell","Pancreatic Cancer","CD24, CD44, ESA","Experiment","1","more details"
"Human","Pancreas","Cancer stem cell","Pancreatic Cancer","DCLK1","Experiment","1","more details"
"Human","Pancreas","Stem cell","Pancreatic Cancer","LGR5, NANOG","Experiment","1","more details"
"Human","Pancreas","Fibroblast","Pancreatic Ductal Adenocarcinomas","COL11A1","Experiment","1","more details"
"Human","Pancreatic acinar tissue","Endocrine progenitor cell","Normal","CXCR4","Experiment","1","more details"
"Human","Pancreatic acinar tissue","Pancreatic stem cell","Normal","CXCR4","Experiment","1","more details"
"Human","Pancreatic islet","Alpha cell","Normal","Glucagon","Experiment","1","more details"
"Human","Pancreatic islet","Endocrine cell","Normal","CD99","Experiment","1","more details"
"Human","Parotid gland","Myoepithelial cell","Salivary Gland Tumor","Podoplanin","Experiment","1","more details"
"Human","Periodontal ligament","Embryonic stem cell","Normal","c-Kit","Experiment","1","more details"
"Human","Periodontal ligament","Hematopoietic stem cell","Normal","CD34","Experiment","1","more details"
"Human","Periodontal ligament","Mesenchymal stem cell","Normal","CD105, CD34, CD44, CD45, CD90","Experiment","1","more details"
"Human","Periodontal ligament","Mesenchymal stem cell","Normal","CD140a, CD51","Experiment","1","more details"
